id,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,Finance_1.id,Finance_1.member_id,Finance_1.loan_amnt,Finance_1.funded_amnt,Finance_1.funded_amnt_inv,Finance_1.term,Finance_1.int_rate,Finance_1.installment,Finance_1.grade,Finance_1.sub_grade,Finance_1.emp_title,Finance_1.emp_length,Finance_1.home_ownership,Finance_1.annual_inc,Finance_1.verification_status,Finance_1.issue_d,Finance_1.loan_status,Finance_1.pymnt_plan,Finance_1.desc,Finance_1.purpose,Finance_1.title,Finance_1.zip_code,Finance_1.addr_state,Finance_1.dti
1057923,0,01/03/02,0,NA,NA,9,0,7426,0.795,22,f,0,0,13751.18407,13751.18,12000,1751.18,0,0,0,01/02/14,4098.5,,01/02/14,1057923,1289295,12000,12000,12000, 36 months,0.0991,386.7,B,B1,Nan INC,6 years,RENT,70000,Not Verified,01/12/11,Fully Paid,n,  Borrower added on 12/05/11 > I plan to refurnish my house. <br>,home_improvement,Home improvement loan,967xx,HI,10.46
1057358,0,01/12/99,1,NA,NA,14,0,21815,0.801,28,f,0,0,1855.6,1855.6,1246.78,608.82,0,0,0,01/10/12,186.17,,01/05/16,1057358,1289321,5350,5350,5350, 36 months,0.1527,186.17,C,C4,billy howell ford,6 years,MORTGAGE,52000,Source Verified,01/12/11,Charged Off,n,  Borrower added on 12/05/11 > replace heat and air system for my home.<br>,home_improvement,heat and air,300xx,GA,9.46
1057243,0,01/03/05,1,NA,NA,7,0,14406,0.918,10,f,0,0,9376.44,9376.44,6231.02,2630.06,0,515.36,5.17,01/05/13,521.97,,01/10/13,1057243,1288802,15000,15000,15000, 36 months,0.1527,521.97,C,C4,Salisbury Behavioral Health INC.,6 years,RENT,38000,Verified,01/12/11,Charged Off,n,,credit_card,Payoff my Credit Card Debit in 36 Months,191xx,PA,13.83
1057238,0,01/08/98,0,NA,NA,8,0,17174,0.859,38,f,0,0,26144.80999,26144.81,21650,4494.81,0,0,0,01/01/15,757.61,,01/05/16,1057238,1288797,21650,21650,21650, 36 months,0.1269,726.25,B,B5,Commonwealth of Pennsylvania,6 years,MORTGAGE,62361,Verified,01/12/11,Fully Paid,n,  Borrower added on 12/05/11 > All funds received from this loan will be utilized to payoff existing higher interest rate credit cards.  This debt was incurred years ago and the monthly payment for this loan will be less than I am currently paying simply to remit minimum to slightly above minimum payments.  If you review my credit history you will see that there are ZERO missed payments or delinquencies.  This loan will enable my family to repay my debt in 3 years as opposed to 15 or 20.  I truly appreciate your consideration.<br>,debt_consolidation,3 Year Debt Plan,173xx,PA,21.28
1056080,0,01/05/06,1,NA,NA,10,0,5183,0.355,15,f,0,0,5540.610342,5540.61,4800,740.61,0,0,0,01/01/14,1791.2,,01/01/14,1056080,1287653,4800,4800,4800, 36 months,0.1065,156.36,B,B2,Deanfrans systems,6 years,RENT,22000,Source Verified,01/12/11,Fully Paid,n,,debt_consolidation,my loan,921xx,CA,8.07
1055982,0,01/12/96,1,NA,NA,3,0,9866,0.958,9,f,0,0,5091.02,5091.02,3145.84,1475.96,0,469.22,4.52,01/12/12,386.26,,01/05/13,1055982,1287551,11100,11100,11100, 36 months,0.1527,386.26,C,C4,,6 years,RENT,45000,Source Verified,01/12/11,Charged Off,n,,debt_consolidation,debt consolidation,114xx,NY,4.64
1055974,0,01/10/96,1,NA,NA,8,0,18244,0.894,24,f,0,0,11234.03642,11234.04,10000,1234.04,0,0,0,01/07/14,1854.33,,01/11/15,1055974,1287544,10000,10000,10000, 36 months,0.079,312.91,A,A4,NW Portland Area Indian Health Board,6 years,RENT,66000,Not Verified,01/12/11,Fully Paid,n,"  Borrower added on 12/08/11 > I have diligently been working hard to eliminate my debt, however due to high interest rates this has been a long (and expensive) journey. It is my intent to use this loan to consolidate my remaining debts and be debt free in 3 yrs. <br>I have a strong history of paying my obligations in a timely manner and have worked for the same organization for several years.<br>Thank you.<br><br>",debt_consolidation,Debt Consolidation,972xx,OR,12.42
1055960,0,01/03/06,1,NA,NA,8,0,7199,0.673,11,f,0,0,2531.91,2531.91,2500,31.91,0,0,0,01/01/12,2532.24,,01/05/16,1055960,1287736,2500,2500,2500, 36 months,0.1527,87,C,C4,Costco Wholesale ,6 years,RENT,40000,Not Verified,01/12/11,Fully Paid,n,"  Borrower added on 12/05/11 > This loan is to pay off an existing 401k loan of $2,300.00. Once the loan is paid off I am planning to request another loan from my 401K. This loan will be paid back almost immediately.<br>",debt_consolidation,401k pay off,606xx,IL,15.27
111227,0,01/01/96,0,NA,NA,17,0,41674,0.741,26,f,0,0,20339.66,2845.82,16077.42,4262.24,0,0,0,01/02/10,678.08,,01/05/16,111227,111223,20000,20000,2800, 36 months,0.1343,678.08,E,E1,Auto motors of miami,6 years,MORTGAGE,145000,Not Verified,01/08/07,Charged Off,n,refinancing,credit_card,refinancing,331xx,FL,10.15
1055693,0,01/09/00,0,NA,NA,5,0,11013,0.895,30,f,0,0,13502.75053,13502.75,11700,1802.75,0,0,0,01/09/13,5774.87,,01/10/13,1055693,1287258,11700,11700,11700, 36 months,0.1171,386.99,B,B3,WCDO BROADCASTING,6 years,RENT,30000,Source Verified,01/12/11,Fully Paid,n,"  Borrower added on 12/05/11 > Receiving full funding on this loan will allow me to pay off my cards that I had pre-emptively closed to protect the APR.  I no longer use credit cards...... I want to be free of those companies, and DEBT-FREE by the enf of the term of this loan.  I have an excellent payment history with all of my creditors, with early payments month after month averaging 20+ days before due date.<br>",credit_card,debt free in 36!,137xx,NY,22.48
1055646,0,01/11/03,1,NA,NA,19,0,16467,0.45,23,f,0,0,16748.36999,16748.37,13000,3748.37,0,0,0,01/12/14,479.92,,01/05/16,1055646,1287209,13000,13000,13000, 36 months,0.1727,465.24,D,D3,emcor government services,6 years,RENT,67000,Verified,01/12/11,Fully Paid,n,,debt_consolidation,debt loan,206xx,MD,20.61
1055641,0,01/03/06,2,NA,NA,12,0,14709,0.864,22,f,0,0,24429.92,24399.38,20000,4429.92,0,0,0,01/12/14,713.48,,01/05/16,1055641,1287204,20000,20000,19975, 36 months,0.1349,678.61,C,C1,ralph's,6 years,MORTGAGE,47000,Verified,01/12/11,Fully Paid,n,,home_improvement,Home Improvement Loan,925xx,CA,19.86
112245,0,01/02/85,2,0,0,4,0,2562,0.14,7,f,0,0,5593.638527,4446.94,5000,593.64,0,0,0,01/08/10,158.65,,01/04/16,112245,112227,5000,5000,3975, 36 months,0.0743,155.38,A,A2,Norman G. Olson Insurance,6 years,RENT,40000,Not Verified,01/07/07,Fully Paid,n,"Hello!  I am purchasing a used car for my fiancee from a local person in the chicagoland area.  I have put together $6000 but am looking for $4000-5000 more to buy the car.    I have a steady job as a manager with insurance agent/broker at a heavily expanding regional brokerage.  I do not work off of commissions - all salary.  I work more as an underwriter helping other brokers place buisiness with us.  I have no bills, as I have a company gas card, I currently live at home taking care of my father who has been taken ill recently and is about to return to work soon.    I want to purchase this car for her soon, and thats why I need the money now.  I could have the loan paid back in 2 months- but I understand the minimum is 6 months.  I intend to do that.  This car is a deal, and will go fast - so I need the cash and she needs the car.",car,$5000 car loan to be paid back in 6mo,547xx,WI,2.55
1055426,0,01/07/95,3,70,NA,13,0,15891,0.895,21,f,0,0,20744.97998,20744.98,16400,4344.98,0,0,0,01/12/14,602.22,,01/12/15,1055426,1286980,16400,16400,16400, 36 months,0.1596,576.26,C,C5,"NOLTE ASSOCIATES, INC.",6 years,OWN,140000,Verified,01/12/11,Fully Paid,n,"  Borrower added on 12/05/11 > THE PURPOSE FOR THE LOAN WILL BE TO PAYOFF HIGHER INTEREST CREDIT CARDS, AND BE ABLE TO INVEST IN BUSINESS THAT WILL YIELD TO HIGHER EARNINGS FOR MYSELF.<br> Borrower added on 12/06/11 > I have been working for the company for over 6 years now, the company is stable and has commited to stay in the valley for the long term.<br>",credit_card,DECEMBER 2011 LOAN,922xx,CA,12.71
1055239,0,01/11/99,1,NA,NA,10,0,10083,0.615,31,f,0,0,18433.96227,18426.49,17000,1433.96,0,0,0,01/09/12,13897.55,,01/07/13,1055239,1286795,17000,17000,16994.62504, 36 months,0.1242,568.06,B,B4,ECPI University,6 years,OWN,60500,Not Verified,01/12/11,Fully Paid,n,"  Borrower added on 12/05/11 > I plan on using the funds for debt consolidation.  I have been at my current position for almost 7 years now.  I pay on all my debts and I am never late with a payment.  thanks,<br>",debt_consolidation,Debt Consolidation,260xx,WV,17.91
1055212,0,01/10/96,0,NA,NA,9,0,23752,0.962,30,f,0,0,14120.5526,14120.55,12000,2120.55,0,0,0,01/03/14,3819.93,,01/05/16,1055212,1286768,12000,12000,12000, 36 months,0.1171,396.92,B,B3,TJX Companies,6 years,RENT,95000,Not Verified,01/12/11,Fully Paid,n,,debt_consolidation,Debt Consolidation Loan,334xx,FL,19.73
1055163,0,01/09/06,0,NA,NA,3,0,25,0.004,5,f,0,0,19982.01298,19920.72,16300,3682.01,0,0,0,01/12/13,5174.95,,01/05/16,1055163,1286714,25000,16300,16250, 60 months,0.1349,374.98,C,C1,LEMO USA,6 years,RENT,45000,Verified,01/12/11,Fully Paid,n,"  Borrower added on 12/05/11 > These funds will be used to pay other debts, car repairs, and vacation.  I've been working for the same company for just about 6 years now and have been a great asset/employee throughout my tenure as I value hard work and plan to continue my employment with my current employer for years to come. Through my employment, I have had past and existing debts that I have taken care of and never been late on payment.  I value my credit as it is vital in times as now.  My monthly living expenses is $500 month total (includes utilities) and I simply pay cell phone and credit card minimum.  Leaving me with enough money afterward to pay this loan if fully funded.  I even will authorize monthly payment for this loan to be taken directly from my paycheck or bank account to show that I can be trusted.<br><br> Borrower added on 12/05/11 > The loan title is &quot;Vacation&quot; but I plan to use for a number of reasons, more importantly being car repair and debt consolidation.  I am a worthy borrower.  I've been at my company for close to 6 years now.  I'm a devoted employee that values hard work, hence I've had a good working relation with my employer and plan to continue my employment for years to come.  During my tenure with my employer I've had past and existing credit card and loan debts and have never missed a payment and am in good standing.  If this loan gets fully funded there is no reason to believe why this would change.  I even will authorize that monthly payment be taken directly from my bank account and/or check to ensure payments are received and on time.<br>",vacation,Car repair & debt consolidation,954xx,CA,3.65
1054489,0,01/07/05,3,48,NA,5,0,435,0.06,10,f,0,0,4338.431243,4338.43,4200,138.43,0,0,0,01/03/12,4054.11,,01/03/12,1054489,1286323,4200,4200,4200, 36 months,0.1349,142.51,C,C1,U.S. Army,6 years,RENT,55044,Source Verified,01/12/11,Fully Paid,n,,moving,Moving Loan,611xx,IL,8.74
1054298,1,01/02/96,0,4,NA,8,0,20240,0.983,16,f,3373,3373,27547.99,27547.99,14876.62,12671.37,0,0,0,01/05/16,519.95,42522,01/05/16,1054298,1286137,18250,18250,18250, 60 months,0.2352,519.95,G,G3,Seminole Hard Rock Hotel & Casino,6 years,OWN,40000,Not Verified,01/12/11,Current,n,  Borrower added on 12/06/11 > I need this loan to get my Credit under control<br>,debt_consolidation,no more CC,336xx,FL,19.2
1054185,0,01/03/96,0,NA,NA,8,0,38357,0.197,18,f,0,0,13148.13786,13148.14,12000,1148.14,0,0,0,01/12/14,369.48,,01/12/14,1054185,1285812,12000,12000,12000, 36 months,0.0603,365.23,A,A1,L-3 Communications,6 years,MORTGAGE,243600,Verified,01/12/11,Fully Paid,n,  Borrower added on 12/04/11 > Medical procedure<br>,medical,Medical,327xx,FL,6.45
1054000,0,01/07/06,0,NA,NA,12,0,16873,0.778,15,f,0,0,14288.77,14288.77,12000,2288.77,0,0,0,01/12/14,409.23,,01/04/16,1054000,1285608,12000,12000,12000, 36 months,0.1171,396.92,B,B3,Jamar,6 years,MORTGAGE,50000,Not Verified,01/12/11,Fully Paid,n,,credit_card,Credit Card Loan,557xx,MN,10.15
1053505,0,01/12/05,0,NA,NA,6,0,6622,0.798,8,f,0,0,17085.36621,17085.37,15000,2085.37,0,0,0,01/06/13,8668.66,,01/05/16,1053505,1285105,15000,15000,15000, 36 months,0.1171,496.14,B,B3,Venevision International Productions,6 years,RENT,75000,Verified,01/12/11,Fully Paid,n,,debt_consolidation,Debt Consolidation Loan,331xx,FL,11.7
1053430,0,01/11/95,1,NA,NA,5,0,15183,0.709,15,f,0,0,17385.06001,17354.02,14000,3385.06,0,0,0,01/12/14,491.3,,01/12/14,1053430,1285024,14000,14000,13975, 36 months,0.1465,482.92,C,C3,S&V Education Systems/ Middle GA Center,6 years,RENT,85000,Not Verified,01/12/11,Fully Paid,n,  Borrower added on 12/04/11 > I want to refinance 3 credit cards that all have a higher APR than the one given here. I currently pay $550 per month on all three cards. All credit cards are in good standing. <br>,credit_card,Come Out,312xx,GA,5.55
1053390,0,01/10/06,0,NA,NA,6,0,5724,0.806,13,f,0,0,12029.45,12029.45,10000,2029.45,0,0,0,01/12/14,346.13,,01/05/16,1053390,1284978,10000,10000,10000, 36 months,0.1242,334.16,B,B4,Thomas Sign & Awning,6 years,RENT,32000,Verified,01/12/11,Fully Paid,n,,credit_card,New start,337xx,FL,23.93
1053112,0,01/06/93,0,NA,NA,10,0,37924,0.52,20,f,0,0,11388.88328,11388.88,9350,2038.88,0,0,0,01/01/14,6355.02,,01/04/16,1053112,1284695,14000,9350,9350, 60 months,0.1242,209.98,B,B4,Sport Durst Millennium Automotive Group,6 years,MORTGAGE,73000,Not Verified,01/12/11,Fully Paid,n,  Borrower added on 12/07/11 > Hello all. I am simply looking for a structured sloution for my credit card debt.  Thank you all in advance!!<br><br>  Borrower added on 12/18/11 > I would very much prefer to pay interest to all you individual investors than to the big banks.<br>,debt_consolidation,Stop paying interest to Chase,275xx,NC,18.84
1052616,0,01/12/94,1,NA,NA,4,0,9118,0.829,10,f,1323,1323,10523.34,10523.34,7076.52,3431.82,15,0,0,01/05/16,198.3,42522,01/05/16,1052616,1284174,8400,8400,8400, 60 months,0.1465,198.3,C,C3,A&A Sheetmetal Contractors Corp.,6 years,RENT,51008,Source Verified,01/12/11,Current,n,  Borrower added on 12/06/11 > I'm trying to obtain reliable transportation. I really appreciate this - and won't let y'all down.<br>,car,Car Loan,331xx,FL,8.14
1052516,0,01/01/85,1,NA,NA,10,0,14923,0.639,18,f,0,0,15919.46328,15919.46,13250,2669.46,0,0,0,01/02/14,4701.22,,01/05/16,1052516,1284048,13250,13250,13250, 36 months,0.1349,449.58,C,C1,Menominee County Health & Human Services,6 years,RENT,37500,Verified,01/12/11,Fully Paid,n,  Borrower added on 12/05/11 > Am working to improve my credit score and consolidate credit card debt.  I have a secure job that I enjoy doing very much. The monthly payment for this loan is approx. $200 less than what I have been paying on the cards so I anticipate this loan being paid in full in less than the 36 month term.<br><br>,credit_card,FREEDOM LOAN,541xx,WI,23.26
1052449,0,01/10/06,1,NA,NA,13,0,5529,0.361,16,f,0,0,5507.920765,5507.92,5000,507.92,0,0,0,01/12/12,3692.33,,01/05/16,1052449,1283978,5000,5000,5000, 36 months,0.1171,165.38,B,B3,Pacific university,6 years,RENT,70000,Source Verified,01/12/11,Fully Paid,n,"  Borrower added on 12/07/11 > This loan will be used to consolidate existing bills so that I can have a single, reduced monthly payment at a lower APR.<br>",credit_card,Refinance,971xx,OR,13.78
1052181,0,01/02/93,0,26,NA,6,0,8245,0.416,17,f,0,0,13792.06133,13792.06,12000,1792.06,0,0,0,01/12/13,8100.68,,01/12/13,1052181,1283728,12000,12000,12000, 60 months,0.089,248.52,A,A5,deck&dock,6 years,MORTGAGE,33280,Not Verified,01/12/11,Fully Paid,n,  Borrower added on 12/03/11 > paid off credit cards to lower my monthly  budget. I have not been late on any of my payments. monthly budget is about 1578.41 but with this loan i could save about 175.00 montyly. when the job market went bad we brought more store.<br>,other,paid off credit cards,339xx,FL,9.3
1052002,0,01/03/88,2,27,NA,17,0,36497,0.745,62,f,0,0,31832.18997,28566.83,19825,12007.19,0,0,0,01/01/16,5937.63,,01/04/16,1052002,1283533,30000,19825,18614.46557, 60 months,0.2128,539.47,F,F2,BETHEL PUBLIC SCHOOLS,6 years,MORTGAGE,92000,Source Verified,01/12/11,Fully Paid,n,,home_improvement,Condo,067xx,CT,17.57
1051809,0,01/05/03,2,NA,NA,9,0,16543,0.634,25,f,0,0,1230.96,1230.96,532.21,698.75,0,0,0,01/12/12,102.98,,01/05/16,1051809,1283310,4000,4000,4000, 60 months,0.1864,102.98,E,E1,B&N Construction,6 years,RENT,48000,Source Verified,01/12/11,Charged Off,n,"  Borrower added on 12/03/11 > I will be using this loan to consolidate some high interest credit cards so I have one payment instead of 3 or 4.  I have never had a late payment on anything.<br> Borrower added on 12/04/11 > I need this to make eliminating the debt more manageable and less costly.  <br> Borrower added on 12/05/11 > If I'm able to get this loan, the extra income that this loan will free up will go towards building up savings and back towards this loan to pay it off sooner.  <br>",debt_consolidation,Debt Consolidation,559xx,MN,19.15
1051764,0,01/08/00,1,NA,NA,8,0,6310,0.451,15,f,0,0,1090.18,1090.18,585.26,251.54,0,253.38,2.5,01/05/12,167.73,,01/05/16,1051764,1283258,5000,5000,5000, 36 months,0.1269,167.73,B,B5,Benihana,6 years,RENT,30000,Not Verified,01/12/11,Charged Off,n,,debt_consolidation,Loan for all debt consolidation,331xx,FL,23.36
1051410,1,01/05/00,3,18,NA,18,0,4763,0.369,26,f,0,0,3881.86,3881.86,3091.94,789.92,0,0,0,01/05/14,134.18,,01/05/16,1051410,1282893,4000,4000,4000, 36 months,0.1269,134.18,B,B5,IAC,6 years,MORTGAGE,42000,Not Verified,01/12/11,Charged Off,n,,debt_consolidation,Debt Consolidation Loan,436xx,OH,23.23
1051204,0,01/10/98,1,68,NA,6,0,6264,0.652,17,f,0,0,9263.379997,9263.38,7500,1763.38,0,0,0,01/12/14,272.21,,01/12/14,1051204,1282292,7500,7500,7500, 36 months,0.1427,257.32,C,C2,RPM International-Tremco,6 years,RENT,60000,Not Verified,01/12/11,Fully Paid,n,  Borrower added on 12/04/11 > Paying off all credit cards and higher interest loans.<br>,debt_consolidation,Debt Consolidation Loan,630xx,MO,16
1051117,0,01/07/99,1,45,NA,7,0,2219,0.134,40,f,0,0,16241.38,16241.38,14000,2241.38,0,0,0,01/01/15,457.91,,01/04/16,1051117,1282787,14000,14000,14000, 36 months,0.0991,451.15,B,B1,golfers warehouse,6 years,RENT,80000,Not Verified,01/12/11,Fully Paid,n,  Borrower added on 12/15/11 > i am opening a small business and need a small amount to finalize the process<br><br>  Borrower added on 12/17/11 > i have over 8 years of profesional experience in this low cost/high return market.  my employee has over 12 years experience as well.<br>,small_business,Small Business Loan,010xx,MA,10
1050920,0,01/03/96,2,74,NA,19,0,11684,0.312,26,f,0,0,4762.9,4762.9,4000,762.9,0,0,0,01/12/14,146.58,,01/12/14,1050920,1282200,4000,4000,4000, 36 months,0.1171,132.31,B,B3,Somerset County Dept of Emergency Servic,6 years,RENT,32535,Not Verified,01/12/11,Fully Paid,n,  Borrower added on 12/02/11 > RENO MY BATHROOM<br>,home_improvement,bathroom reno,218xx,MD,15.12
1050460,0,01/11/01,0,NA,NA,9,0,2885,0.589,25,f,0,0,7669.749882,7669.75,7000,669.75,0,0,0,01/12/14,215.31,,01/12/14,1050460,1281913,7000,7000,7000, 36 months,0.0603,213.05,A,A1,Charles Hamilton ECA,6 years,RENT,29004,Source Verified,01/12/11,Fully Paid,n,,other,Holiday,112xx,NY,8.15
1049802,0,01/05/99,0,NA,NA,11,0,4926,0.64,23,f,0,0,3942.553607,3942.55,3500,442.55,0,0,0,01/12/14,113.37,,01/01/16,1049802,1281006,3500,3500,3500, 36 months,0.079,109.52,A,A4,VA Medical Center,6 years,RENT,63945,Source Verified,01/12/11,Fully Paid,n,"  Borrower added on 12/01/11 > Funds will be used to pay off a high interest personal loan in the amount of $1500.00; and will be used to bring down the balance of 2 credit cards, with payments of $1000.00 and $800.00 each.<br>I have a record of making payments on time. <br>I have been employed at my current job since 2006.<br> Borrower added on 12/02/11 > I am currently making a payment to a loan, in the amount of $125.00 every 2 weeks. I have made payments to this loan since 07/22/11. I would like to close this loan out, as the principal amount remains high. The payments that I am making to the high interest loan ($250.00 per month), will be used to pay off the requested lower interest rate loan (from Lending Club).<br>",debt_consolidation,Debt Consolidation Loan,903xx,CA,13.76
